MSZoning,GrLivArea,Utilities,OverallQual,YearBuilt,TotalBsmtSF,Heating,HeatingQC,CentralAir,FullBath,BedroomAbvGr,KitchenAbvGr,GarageCars,PoolArea,SalePrice
RL,1500,AllPub,6,2005,750,GasA,Ex,Y,2,3,1,2,0,173900
RL,1718,AllPub,10,2006,1700,GasA,Ex,Y,2,3,1,3,0,337500
RL,1230,AllPub,4,1946,747,GasA,TA,Y,1,3,1,1,0,121600
RL,1050,AllPub,5,1961,1050,GasA,TA,Y,1,3,1,1,0,136500
RL,1442,AllPub,6,1970,1442,GasA,TA,Y,2,2,1,2,0,185000
RM,1077,AllPub,3,1922,1007,GasA,Fa,N,1,3,1,1,0,91000
RL,1208,AllPub,7,2006,1187,GasA,Ex,Y,2,2,1,2,0,206000
RL,944,AllPub,3,1952,0,GasW,Fa,N,1,2,1,2,0,82000
RL,691,AllPub,5,1920,691,GasA,Ex,Y,1,2,1,1,0,86000
RL,1574,AllPub,8,2006,1574,GasA,Ex,Y,2,3,1,3,0,232000
RL,1680,AllPub,5,1976,1680,GasA,Fa,Y,2,4,2,2,0,136905
RL,1504,AllPub,7,2005,1346,GasA,Ex,Y,2,1,1,2,0,181000
RL,985,AllPub,5,1977,985,GasA,TA,Y,2,3,1,1,0,149900
RL,1657,AllPub,6,1970,1657,GasA,Gd,Y,2,3,1,2,0,163500
RM,1092,AllPub,4,1970,546,GasA,TA,Y,1,3,1,1,0,88000
RL,1710,AllPub,7,2004,1710,GasA,Ex,Y,2,3,1,2,0,240000
RL,1522,AllPub,5,1926,1008,GasA,Ex,Y,2,4,1,0,0,102000
RL,1271,AllPub,5,1948,720,GasA,TA,Y,2,4,1,1,0,135000
RL,1664,AllPub,5,1965,0,GasA,TA,N,2,4,2,0,0,100000
RL,1502,AllPub,6,1923,602,GasA,TA,Y,1,3,1,1,0,165000
RM,1022,AllPub,5,1910,1022,GasW,TA,N,1,2,1,1,0,85000
RL,1082,AllPub,6,1948,1082,GasA,TA,Y,1,2,1,1,0,119200
RL,1665,AllPub,8,2001,810,GasA,Ex,Y,2,3,1,2,0,227000
RL,1504,AllPub,7,1996,1504,GasA,Ex,Y,2,3,1,2,0,203000
RL,1360,AllPub,8,1984,1220,GasA,Gd,Y,1,1,1,2,0,187500
RL,1472,AllPub,7,1991,384,GasA,Gd,Y,2,3,1,2,0,160000
RL,1506,AllPub,7,2005,1362,GasA,Ex,Y,2,2,1,2,0,213490
RL,1132,AllPub,4,2005,1132,GasA,Ex,Y,1,2,1,2,0,176000
RL,1220,AllPub,7,2006,1199,GasA,Ex,Y,2,2,1,2,0,194000
RM,1248,AllPub,5,1930,912,GasA,Gd,Y,1,2,1,1,0,87000
RL,1504,AllPub,7,2005,1346,GasA,Ex,Y,2,2,1,2,0,191000
RL,2898,AllPub,8,1976,1565,GasA,TA,Y,2,2,1,2,0,287000
RL,882,AllPub,5,1972,882,GasA,TA,Y,1,3,1,2,0,112500
RL,1264,AllPub,5,1960,1268,GasA,TA,Y,1,3,1,2,0,167500
RL,1646,AllPub,8,2007,1638,GasA,Ex,Y,2,3,1,3,0,293077
RL,1376,AllPub,5,1941,768,GasA,TA,Y,1,3,1,1,0,105000
RM,1218,AllPub,6,1972,672,GasA,Gd,Y,1,3,1,1,0,118000
RH,1928,AllPub,5,1916,686,GasA,Gd,Y,2,5,2,0,0,160000
RL,3082,AllPub,7,1920,824,GasA,Ex,Y,2,5,1,2,0,197000
RL,2520,AllPub,8,1993,1338,GasA,Ex,Y,2,5,1,3,0,310000
RL,1654,AllPub,7,2002,1654,GasA,Ex,Y,2,3,1,3,0,230000
RL,954,AllPub,5,1938,920,GasA,Ex,Y,1,2,1,1,0,119750
RL,845,AllPub,4,1957,0,GasA,Ex,N,1,3,1,1,0,84000
RL,1620,AllPub,9,2007,1620,GasA,Ex,Y,2,2,1,3,0,315500
RL,2263,AllPub,8,2001,1055,GasA,Ex,Y,2,3,1,2,0,287000
RM,1344,AllPub,4,1970,546,GasA,TA,Y,1,3,1,0,0,97000
RM,630,AllPub,4,1970,630,GasA,TA,Y,1,1,1,1,0,80000
RL,1803,AllPub,5,1957,1134,GasA,Ex,Y,2,3,1,2,0,155000
RL,1632,AllPub,6,1966,800,GasA,Gd,Y,1,4,1,2,0,173000
RL,1306,AllPub,6,2005,1306,GasA,Ex,Y,2,1,1,2,0,196000
RL,2329,AllPub,7,1990,1475,GasA,Ex,Y,2,4,1,2,0,262280
RL,2524,AllPub,8,1981,2524,GasA,TA,Y,2,4,1,2,0,278000
RL,1733,AllPub,3,1955,0,GasA,Ex,Y,2,4,1,2,0,139600
RL,2868,AllPub,9,2005,1992,GasA,Ex,Y,3,4,1,3,0,556581
RL,990,AllPub,5,1994,990,GasA,Ex,Y,1,3,1,2,0,145000
RL,1771,AllPub,5,1960,0,GasA,TA,Y,1,3,1,2,0,115000
RL,930,AllPub,4,1946,0,GasA,Ex,Y,1,2,1,1,0,84900
RL,1302,AllPub,7,2007,1302,GasA,Ex,Y,2,3,1,2,0,176485
RL,1316,AllPub,7,2007,1316,GasA,Ex,Y,2,3,1,2,0,200141
RL,1977,AllPub,6,1964,816,GasA,TA,Y,1,4,1,2,0,165000
RL,1526,AllPub,5,1957,1216,GasA,Ex,Y,1,4,1,1,0,144500
RL,1989,AllPub,8,2002,1065,GasA,Ex,Y,2,3,1,2,0,255000
RL,1523,AllPub,6,1976,1193,GasA,TA,Y,2,3,1,2,0,180000
RL,1364,AllPub,7,2005,1364,GasA,Ex,Y,2,2,1,2,0,185850
RL,1850,AllPub,7,1994,973,GasA,Ex,Y,2,3,1,2,0,248000
RL,2184,AllPub,9,2008,1104,GasA,Ex,Y,2,3,1,3,0,335000
RL,1991,AllPub,6,1932,854,GasA,TA,Y,1,3,1,2,0,220000
RL,1338,AllPub,8,2001,1338,GasA,Ex,Y,2,2,1,2,0,213500
C (all),894,AllPub,3,1935,894,GasA,TA,Y,1,2,1,3,0,81000
RM,2337,AllPub,5,1900,662,GasA,TA,N,2,5,2,2,0,90000
RM,1103,AllPub,6,1925,1103,GasA,Gd,Y,1,2,1,2,0,110500
RL,1154,AllPub,5,1966,1154,GasA,Ex,Y,1,3,1,2,0,154000
RL,2260,AllPub,7,1996,1306,GasA,Ex,Y,2,3,1,2,0,328000
RL,1571,AllPub,6,1993,799,GasA,Gd,Y,2,3,1,2,0,178000
RL,1611,AllPub,6,1964,780,GasA,TA,Y,1,4,1,2,0,167900
RM,2521,AllPub,6,1973,942,GasA,Gd,Y,2,5,1,2,0,151400
RL,893,AllPub,5,1949,845,GasA,TA,Y,1,2,1,2,0,135000
RL,1048,AllPub,5,1956,1048,GasA,TA,Y,1,3,1,1,0,135000
RL,1556,AllPub,6,1968,727,GasA,Ex,Y,1,4,1,2,0,154000
RL,1456,AllPub,5,1948,810,GasA,Fa,Y,1,4,1,1,0,91500
RL,1426,AllPub,6,1977,690,GasA,TA,Y,1,3,1,2,0,159500
RL,1240,AllPub,7,2006,1240,GasA,Ex,Y,2,2,1,3,0,194000
RL,1740,AllPub,7,1940,800,GasA,TA,Y,1,3,1,1,0,219500
RL,1466,AllPub,5,1936,796,GasA,Gd,Y,2,3,1,2,0,170000
RL,1096,AllPub,5,1969,1096,GasA,Ex,Y,1,3,1,1,0,138800
RM,848,AllPub,6,2004,848,GasA,Ex,Y,1,1,1,2,0,155900
RL,990,AllPub,5,1994,990,GasA,,Y,1,3,1,1,0,126000
RL,1258,AllPub,6,1971,1258,GasA,Ex,Y,2,3,1,2,0,145000
RL,1040,AllPub,5,1963,1040,GasA,Fa,Y,1,3,1,1,0,133000
RL,1459,AllPub,7,2002,1459,GasA,Ex,Y,2,3,1,2,0,192000
RL,1251,AllPub,6,1964,1251,GasA,TA,Y,1,3,1,1,0,160000
RL,1498,AllPub,6,1995,691,GasA,Gd,Y,2,3,1,2,0,187500
RL,996,AllPub,6,1992, ,GasA,Ex,Y,1,2,1,2,0,147000
RM,1092,AllPub,4,1973,546,GasA,TA,Y,1,3,1,1,0,83500
FV,1953,AllPub,8,2005,1082,GasA,Ex,Y,2,3,1,3,0,252000
RM,1709,AllPub,7,2004,970,GasA,Ex,Y,2,3,1,2,0,137500
FV,1247,AllPub,8,2005,1247,GasA,Ex,Y,1,1,1,2,0,197000
RL,1040,AllPub,3,1950,0,Wall,Fa,N,2,2,2,2,0,92900
FV,1252,AllPub,7,1999,600,GasA,Ex,Y,2,2,1,2,0,160000
RL,1694,AllPub,6,1925,1181,GasA,Fa,Y,2,4,1,2,0,136500
RL,1200,AllPub,5,1965,864,GasA,Gd,Y,1,1,1,2,0,146000
RL,936,AllPub,5,1956,936,GasA,Ex,Y,1,2,1,1,0,129000
RL,1314,AllPub,6,2006,1314,GasA,Gd,Y,2,3,1,2,0,176432
RM,1355,AllPub,6,1914,684,GasA,TA,Y,1,3,1,0,0,127000
RL,1088,AllPub,8,1986,1074,GasA,Ex,Y,1,2,1,2,0,170000
RM,1324,AllPub,4,1936,672,GasA,TA,Y,1,3,1,1,0,128000
RL,1601,AllPub,7,1978,1271,GasA,TA,Y,2,3,1,2,0,157000
RL,438,AllPub,2,1920,290,GasA,TA,N,1,1,1,1,0,60000
RL,950,AllPub,5,1971,950,GasA,TA,Y,1,3,1,1,0,119500
RL,1134,AllPub,5,1960,1010,GasA,Ex,Y,1,2,1,1,0,135000
RL,1194,AllPub,6,1959,655,GasA,Ex,Y,1,3,1,2,0,159500
RM,1302,AllPub,5,1970,630,GasA,TA,Y,2,3,1,2,0,106000
RL,2622,AllPub,8,1994,1463,GasA,Ex,Y,2,3,1,2,0,325000
RL,1442,AllPub,7,1990,910,GasA,Gd,Y,2,3,1,2,0,179900
RL,2021,AllPub,7,2006,868,GasA,Ex,Y,2,3,1,2,0,274725
RL,1690,AllPub,6,2000,924,GasA,Ex,Y,2,3,1,2,0,181000
RL,1836,AllPub,8,2004,1836,GasA,Ex,Y,2,3,1,3,0,280000
RL,1658,AllPub,6,1995,773,GasA,Gd,Y,2,3,1,2,0,188000
RL,1964,AllPub,7,1976,803,GasA,,Y,2,4,1,2,0,205000
RL,816,AllPub,5,1957,816,GasA,TA,Y,1,2,1,1,0,129900
RL,1008,AllPub,5,1953,1008,GasA,Gd,Y,1,2,1,1,0,134500
RL,833,AllPub,5,1954,833,GasA,Ex,Y,1,2,1,1,0,117000
RL,1734,AllPub,8,2007,1734,GasA,Ex,Y,2,3,1,3,0,318000
RL,1419,AllPub,8,2002,408,GasA,,Y,2,3,1,2,0,184100
RL,894,AllPub,5,1967,894,GasA,Ex,Y,1,3,1,2,0,130000
RL,1601,AllPub,5,1958,533,GasA,TA,Y,1,3,1,1,0,140000
RL,1040,AllPub,5,1959,1040,GasA,TA,Y,1,3,1,1,0,133700
RM,1012,AllPub,6,1920,1012,GasA,TA,Y,1,2,1,1,0,118400
RL,1552,AllPub,7,2005,1552,GasA,Ex,Y,2,3,1,3,0,212900
RL,960,AllPub,4,1956,672,GasA,Ex,Y,1,3,1,1,0,112000
RL,698,AllPub,5,1947,698,GasA,Ex,Y,1,2,1,0,0,118000
RL,1482,AllPub,7,1992,384,GasA,Gd,Y,2,3,1,2,0,163900
RL,1005,AllPub,4,1955,1005,GasA,TA,Y,1,2,1,2,0,115000
RL,1555,AllPub,7,2007,1373,GasA,Ex,Y,2,2,1,3,0,174000
RL,1530,AllPub,7,2004,1530,GasA,Ex,Y,2,3,1,3,0,259000
RL,1959,AllPub,7,2004,847,GasA,Ex,Y,2,4,1,2,0,215000
RM,936,AllPub,5,1980,936,GasA,TA,Y,1,2,1,2,0,140000
RL,1981,AllPub,4,1928,1122,GasA,TA,Y,2,4,1,2,0,135000
RL,974,AllPub,5,1991,974,GasA,TA,Y,1,3,1,0,0,93500
RM,2210,AllPub,6,1880,1008,GasW,TA,Y,2,5,1,1,0,117500
RL,2020,AllPub,8,1995,1128,GasA,Ex,Y,2,3,1,2,0,239500
RL,1600,AllPub,6,1997,916,GasA,Gd,Y,2,3,1,2,0,169000
RM,986,AllPub,6,1926,960,GasA,TA,N,1,2,1,1,0,102000
RL,1252,AllPub,6,1950,1032,GasA,TA,Y,1,3,1,1,0,119000
RL,1020,AllPub,5,1875,780,GasA,Gd,N,1,2,1,0,0,94000
RL,1567,AllPub,6,1977,1567,GasA,TA,Y,2,2,1,2,0,196000
RL,1167,AllPub,5,1920,915,GasA,TA,Y,1,3,1,2,0,144000
RL,952,AllPub,5,1951,952,GasA,TA,Y,1,2,1,2,0,139000
RL,1868,AllPub,5,1976,780,GasA,Ex,Y,2,4,1,2,0,197500
RL,2828,AllPub,8,2006,1466,GasA,Ex,Y,3,4,1,3,0,424870
RL,1006,AllPub,5,1959,1006,GasA,,Y,1,3,1,0,0,80000
RL,924,AllPub,4,1941,672,Grav,Fa,N,1,2,1,1,0,80000
RM,1576,AllPub,5,1928,1042,GasA,Ex,Y,1,3,1,1,0,149000
RL,1298,AllPub,6,1985,1298,GasA,TA,Y,2,3,1,2,0,180000
RL,1564,AllPub,7,1941,704,GasA,Ex,Y,1,3,1,1,0,174500
RM,1111,AllPub,7,1926,572,GasA,TA,Y,1,2,1,1,0,116900
RM,1482,AllPub,7,1920,650,GasA,Ex,Y,1,3,1,2,0,143000
RL,932,AllPub,6,1950,932,GasA,Ex,Y,1,2,1,1,0,124000
RL,1466,AllPub,5,1959,1466,GasA,TA,Y,1,3,1,2,0,149900
RL,1811,AllPub,6,1956,1073,GasA,Ex,Y,1,2,1,2,0,230000
RM,816,AllPub,6,1930,816,GasA,Ex,Y,1,2,1,1,0,120500
RL,1820,AllPub,7,1965,864,GasA,TA,Y,1,4,1,2,0,201800
RL,1437,AllPub,5,1976,1437,GasA,TA,Y,2,3,1,2,0,218000
RL,1265,AllPub,5,1965,1219,GasA,Gd,Y,2,3,1,2,0,179900
RL,1314,AllPub,7,2007,1314,GasA,Ex,Y,2,2,1,2,0,230000
RL,1580,AllPub,8,2007,1580,GasA,Ex,Y,2,3,1,3,0,235128
RL,1876,AllPub,6,1974,901,GasA,TA,Y,2,4,1,2,0,185000
RL,1456,AllPub,6,1978,855,GasA,Fa,Y,2,3,1,2,0,146000
RL,1640,AllPub,6,1954,1296,GasA,Ex,Y,1,3,1,2,0,224000
RL,894,AllPub,5,1968,894,GasA,Gd,Y,1,3,1,2,0,129000
RL,1258,AllPub,4,1969,1198,GasA,TA,Y,0,0,2,2,0,108959
RL,1432,AllPub,5,1978, ,GasA,Ex,Y,1,2,1,2,0,194000
RL,1502,AllPub,7,2009,1502,GasA,Ex,Y,2,3,1,2,0,233170
RL,1694,AllPub,8,2008,1694,GasA,Ex,Y,2,3,1,3,0,245350
RL,1671,AllPub,6,2000,959,GasA,Ex,Y,2,3,1,2,0,173000
RL,2108,AllPub,6,1935,1127,GasA,Ex,Y,2,4,1,2,0,235000
RL,3627,AllPub,10,1995,1930,GasA,Ex,Y,3,4,1,3,0,625000
RL,1118,AllPub,6,1977,1096,GasA,TA,Y,1,3,1,1,576,171000
RL,1261,AllPub,6,1958,1261,GasA,Ex,Y,1,3,1,2,0,163000
FV,1250,AllPub,7,2006,625,GasA,Ex,Y,2,2,1,2,0,171900
RL,3086,AllPub,5,1946,1598,GasA,TA,Y,3,3,1,0,0,200500
RL,2345,AllPub,6,1932,952,GasA,TA,Y,2,4,1,2,0,239000
RL,2872,AllPub,8,1992,1683,GasA,Ex,Y,2,4,1,2,0,285000
RL,923,AllPub,5,1984,876,GasA,TA,Y,1,3,1,1,0,119500
RM,1224,AllPub,6,1926,818,GasA,TA,Y,1,3,1,1,0,115000
RL,1343,AllPub,5,1921,731,GasA,Ex,Y,1,3,1,1,0,154900
RL,1124,AllPub,5,1954,0,GasA,Gd,Y,1,3,1,0,0,93000
RL,2514,AllPub,7,1990,1216,GasA,Ex,Y,2,4,1,2,0,250000
RM,1652,AllPub,8,2008,1600,GasA,Ex,Y,2,2,1,2,0,392500
RL,4476,AllPub,10,1996,2396,GasA,Ex,Y,3,4,1,3,555,745000
RL,1130,AllPub,5,1920,1120,GasA,Ex,Y,1,2,1,2,0,120000
RL,1572,AllPub,5,1963,1572,GasA,Gd,Y,1,3,1,3,0,186700
RL,1221,AllPub,5,1924,784,GasA,Gd,Y,1,4,1,1,0,104900
RL,1699,AllPub,3,1900,978,GasA,TA,Y,2,3,2,2,0,95000
RL,1624,AllPub,8,1994,1624,GasA,Ex,Y,2,2,1,3,0,262000
RL,1660,AllPub,7,2002,831,GasA,Ex,Y,2,3,1,2,0,195000
RL,1804,AllPub,7,1999,994,GasA,Gd,Y,2,3,1,2,0,189000
RL,1622,AllPub,4,1961,1249,GasA,Ex,Y,1,3,1,4,0,168000
FV,1441,AllPub,8,1999,776,GasA,Ex,Y,2,2,1,2,0,174000
RM,1472,AllPub,5,1925,702,GasA,Gd,Y,1,3,1,1,0,125000
RM,1224,AllPub,6,1999,1224,GasA,Ex,Y,2,2,1,2,0,165000
RL,1352,AllPub,6,1969,663,GasA,TA,Y,1,4,1,1,0,158000
RL,1456,AllPub,6,2005,728,GasA,Ex,Y,2,3,1,2,0,176000
RL,1863,AllPub,7,2006,879,GasA,Ex,Y,2,4,1,3,0,219210
RM,1690,AllPub,7,1916,815,GasA,,Y,1,3,1,1,0,144000
RL,1212,AllPub,7,2001,1212,GasA,,Y,2,3,1,2,0,178000
RL,1382,AllPub,4,1963,1051,GasA,Gd,Y,1,3,1,2,0,148000
RL,864,AllPub,4,1970,864,GasA,Gd,Y,1,3,1,1,0,116050
RL,1779,AllPub,7,1998,866,GasA,Ex,Y,2,3,1,2,0,197900
RM,1348,AllPub,5,1925,884,GasA,Ex,Y,1,3,1,1,0,117000
RL,1630,AllPub,7,2000,1630,GasA,Ex,Y,2,3,1,2,0,213000
RL,1074,AllPub,5,1975,1056,GasA,Ex,Y,1,3,1,2,0,153500
RL,2196,AllPub,7,1990,2158,GasA,Gd,Y,2,3,1,3,0,271900
RH,1056,AllPub,4,1966,1056,GasA,TA,Y,1,2,1,1,0,107000
RL,1700,AllPub,6,2003,1682,GasA,Ex,Y,2,3,1,2,0,200000
RL,1283,AllPub,5,1962,931,GasA,TA,Y,1,3,1,2,0,140000
RL,1660,AllPub,8,2006,1660,GasA,Ex,Y,2,3,1,2,0,290000
RL,1845,AllPub,6,1992,1055,GasA,Ex,Y,2,3,1,2,0,189000
RL,1752,AllPub,8,1988,559,GasA,,Y,2,4,1,2,0,164000
RL,672,AllPub,4,1941,672,GasA,TA,Y,1,2,1,1,0,113000
RL,960,AllPub,4,1965,648,GasA,Ex,Y,0,0,1,1,0,145000
RL,999,AllPub,5,1962,925,GasA,TA,Y,1,3,1,1,0,134500
RL,894,AllPub,5,1966,894,GasA,TA,Y,1,3,1,1,0,125000
RM,1902,AllPub,6,1978,0,GasA,TA,Y,2,4,2,2,0,112000
FV,1314,AllPub,8,2009,1300,GasA,Ex,Y,2,3,1,2,0,229456
RM,912,AllPub,4,1947,0,GasA,Gd,N,1,2,1,0,0,80500
RM,1218,AllPub,6,1971,672,GasA,TA,Y,1,3,1,0,0,91500
RL,912,AllPub,5,1964, ,GasA,TA,Y,1,2,1,1,0,115000
RL,1211,AllPub,5,1968,952,GasA,Ex,Y,1,3,1,1,0,134000
RL,1846,AllPub,6,1949,1040,GasA,Ex,Y,2,3,1,1,0,143000
RL,2136,AllPub,5,1951,2136,GasA,TA,N,2,4,1,2,0,137900
RL,1490,AllPub,7,2004,788,GasA,Ex,Y,2,3,1,2,0,184000
RL,1138,AllPub,6,1958,588,GasA,Ex,Y,1,3,1,1,0,145000
RL,1933,AllPub,6,2007,894,GasA,Ex,Y,2,4,1,3,0,214000
RL,912,AllPub,5,1965,912,GasA,Ex,Y,1,2,1,2,0,147000
RL,1702,AllPub,9,2008,1702,GasA,Ex,Y,1,1,1,3,0,367294
RL,1507,AllPub,5,1960,1075,GasA,Gd,Y,2,4,1,1,0,127000
RL,2620,AllPub,5,1977, ,GasA,Ex,Y,2,4,2,2,0,190000
RL,1190,AllPub,5,1962,1106,GasA,TA,Y,1,3,1,2,0,132500
RL,1224,AllPub,4,1962,0,GasA,,Y,2,2,2,2,0,101800
RL,1188,AllPub,5,1959,1188,GasA,Fa,Y,1,3,1,2,0,142000
RH,1964,AllPub,5,1911,940,GasA,TA,N,1,4,1,0,0,130000
RL,1784,AllPub,5,1914,747,GasA,Gd,Y,1,4,1,1,0,138887
RL,1626,AllPub,7,2003,764,GasA,Ex,Y,2,2,1,2,0,175500
RL,1948,AllPub,7,2004,847,GasA,Ex,Y,2,4,1,2,0,195000
RL,1141,AllPub,6,2005,1141,GasA,Ex,Y,1,3,1,2,0,142500
RL,1484,AllPub,8,2006,1476,GasA,Ex,Y,2,2,1,2,0,265900
RL,1768,AllPub,7,2003,884,GasA,Ex,Y,2,3,1,2,0,224900
RL,1689,AllPub,7,2007,1689,GasA,Ex,Y,2,3,1,3,0,248328
RL,1173,AllPub,7,1974,1053,GasA,TA,Y,2,3,1,2,0,170000
RL,2076,AllPub,10,2006,2076,GasA,Ex,Y,2,2,1,3,0,465000
RL,1517,AllPub,8,1929,792,GasA,Fa,Y,1,3,1,2,0,230000
RL,1868,AllPub,6,1984,585,GasA,Ex,Y,3,3,1,2,0,178000
FV,1553,AllPub,7,2005,756,GasA,Ex,Y,2,3,1,2,0,186500
RL,1034,AllPub,6,1976,1012,GasA,TA,Y,1,3,1,3,0,169900
RM,2058,AllPub,6,1917,735,OthW,Fa,N,1,3,1,2,0,129500
RL,988,AllPub,5,1950,876,GasA,,Y,1,3,1,1,0,119000
RL,2110,AllPub,7,1968,2110,GasA,Ex,Y,2,3,1,2,0,244000
RL,1405,AllPub,7,2003,1405,GasA,Ex,Y,2,2,1,2,0,171750
RL,874,AllPub,5,1968,864,GasA,TA,Y,1,3,1,1,0,130000
RL,2167,AllPub,7,1974,1192,GasA,TA,Y,2,3,1,2,0,294000
RL,1656,AllPub,7,2003,746,GasA,Ex,Y,2,3,1,2,0,165400
RM,1367,AllPub,6,1931,884,GasA,TA,Y,1,3,1,1,0,127500
RL,1987,AllPub,8,1994,1986,GasA,Ex,Y,2,2,1,2,0,301500
RL,864,AllPub,5,1922,864,GasA,Ex,Y,1,2,1,0,0,99900
RL,1166,AllPub,7,2005,856,GasA,Ex,Y,2,2,1,2,0,190000
RL,1054,AllPub,6,1969,1054,GasA,Gd,Y,1,3,1,2,0,151000
RL,1675,AllPub,6,1999,841,GasA,Ex,Y,2,3,1,2,0,181000
RL,1050,AllPub,5,1956,1050,GasA,Gd,Y,1,2,1,1,0,128900
RL,1788,AllPub,4,1957,1104,GasA,Ex,Y,1,5,1,1,0,161500
RL,1824,AllPub,6,1919,764,GasA,Ex,Y,1,3,1,2,0,180500
RH,1337,AllPub,6,1998,1405,GasA,Ex,Y,2,2,1,2,0,181000
FV,1452,AllPub,7,1999,691,GasA,Ex,Y,2,3,1,2,0,183900
RM,1889,AllPub,7,1910,925,GasA,TA,N,1,4,2,1,0,122000
RL,2018,AllPub,9,2008,2002,GasA,Ex,Y,2,3,1,3,0,378500
RL,3447,AllPub,8,1935,728,GasA,Ex,Y,3,4,1,3,0,381000
RL,1524,AllPub,5,1958,874,GasW,TA,Y,1,3,1,1,0,144000
RL,1524,AllPub,7,1979,1332,GasA,TA,Y,0,0,1,2,0,260000
RL,1489,AllPub,6,1968,1489,GasA,Gd,Y,2,3,1,2,0,185750
RL,935,AllPub,5,1965,935,GasA,,Y,1,3,1,1,0,137000
RL,1357,AllPub,6,1959,1019,GasA,Gd,Y,1,2,1,1,0,177000
RL,1250,AllPub,5,1910,661,GasA,Ex,Y,2,3,1,2,0,139000
RL,1920,AllPub,5,1948,928,GasA,Gd,Y,2,4,2,2,0,137000
RL,1395,AllPub,6,1972,723,GasA,TA,Y,1,3,1,2,0,162000
RL,1724,AllPub,6,1967,1680,GasA,Fa,Y,1,3,1,2,0,197900
RL,2031,AllPub,8,2002,1128,GasA,Ex,Y,2,3,1,2,0,237000
C (all),1128,AllPub,4,1920,698,GasA,TA,Y,1,2,1,2,0,68400
RL,1573,AllPub,7,2002,1573,GasA,Ex,Y,2,3,1,2,0,227000
RL,1339,AllPub,7,1990,1309,GasA,TA,Y,2,2,1,2,0,180000
RL,1040,AllPub,5,1977,1040,GasA,,Y,2,3,1,2,0,150500
RL,1824,AllPub,6,1971,912,GasA,TA,Y,2,4,2,0,0,139000
RL,2447,AllPub,6,1919,804,GasA,Ex,Y,2,4,1,1,0,169000
RM,1412,AllPub,6,1939, ,GasA,Ex,Y,1,4,1,1,0,132500
RL,1328,AllPub,6,1963,1328,GasA,TA,Y,1,3,1,2,0,143000
RL,1582,AllPub,5,1964,1624,GasA,Fa,Y,2,4,1,2,0,190000
RL,1659,AllPub,8,2000,1501,GasA,Ex,Y,2,2,1,2,0,278000
RL,1970,AllPub,8,2006,1085,GasA,Ex,Y,2,3,1,3,0,281000
RL,1152,AllPub,5,1964,1152,GasA,TA,Y,1,3,1,2,0,180500
RM,1302,AllPub,5,1972,630,GasA,,Y,2,3,1,1,0,119500
RM,2372,AllPub,5,1892,994,GasA,TA,N,2,4,2,1,0,107500
RL,1664,AllPub,7,1976,832,GasA,TA,Y,2,4,1,2,0,162900
RL,864,AllPub,5,1955,864,GasA,TA,Y,1,2,1,2,0,115000
RL,1052,AllPub,5,1968, ,GasA,Gd,Y,1,3,1,1,0,138500
RL,1128,AllPub,5,1963,1120,GasA,Gd,Y,2,3,1,2,0,155000
RM,1072,AllPub,6,2005,547,GasA,Gd,Y,2,2,1,2,0,140000
RL,5642,AllPub,10,2008,6110,GasA,Ex,Y,2,3,1,2,480,160000
RL,1246,AllPub,5,1959,1246,GasA,Ex,Y,1,3,1,1,0,154000
RL,1983,AllPub,7,1999,978,GasA,,Y,2,3,1,2,0,225000
RL,1494,AllPub,6,1942,771,GasA,Fa,Y,1,3,1,1,0,177500
RL,2526,AllPub,8,1994,1165,GasA,Ex,Y,2,4,1,3,0,290000
RL,1616,AllPub,7,2005,1616,GasA,Ex,Y,2,3,1,3,0,232000
RM,1708,AllPub,7,2004,976,GasA,Ex,Y,2,3,1,2,0,130000
RL,1652,AllPub,9,2006,1652,GasA,Ex,Y,2,2,1,2,0,325000
RL,1368,AllPub,7,2005,1368,GasA,Ex,Y,2,2,1,2,0,202500
RL,990,AllPub,5,1994,990,GasA,Ex,Y,1,3,1,2,0,138000
RM,1122,AllPub,5,1948,924,GasA,Ex,Y,1,2,1,2,0,147000
RL,1294,AllPub,6,1991,1278,GasA,Gd,Y,2,3,1,2,0,179200
RL,1902,AllPub,7,1959,1902,GasA,TA,Y,2,3,1,2,0,335000
RL,1274,AllPub,7,2005,1274,GasA,Ex,Y,2,3,1,2,0,203000
RL,2810,AllPub,8,1990,1453,GasA,Ex,Y,2,4,1,2,0,302000
RL,2599,AllPub,9,1999,1393,GasA,Ex,Y,2,4,1,3,0,333168
RL,948,AllPub,4,1954,948,GasA,Ex,Y,1,3,1,1,0,119000
RL,2112,AllPub,6,1969,952,GasA,,Y,2,4,1,2,0,206900
RL,1630,AllPub,8,2008,1622,GasA,Ex,Y,2,3,1,3,0,295493
FV,1352,AllPub,7,2006,1352,GasA,Ex,Y,2,2,1,2,0,208900
RL,1787,AllPub,8,2001, ,GasA,Ex,Y,2,3,1,3,0,275000
RL,948,AllPub,4,1954,864,GasA,Ex,Y,1,3,1,1,0,111000
RL,1478,AllPub,6,1957, ,GasA,Gd,Y,1,3,1,2,0,156500
RL,720,AllPub,3,1949,0,Floor,TA,N,1,2,1,1,0,72500
RL,1923,AllPub,7,1992,750,GasA,Ex,Y,2,3,1,2,0,190000
RL,708,AllPub,4,1940,420,GasA,Gd,Y,1,2,1,0,0,82500
